dteday,time_of_day,cnt
2012-07-03,Evening,2222
2012-07-03,Morning,2016
2012-07-03,Night,629
2012-07-04,Afternoon,2383
2012-07-04,Evening,1827
2012-07-04,Morning,1501
2012-07-04,Night,1692
2012-07-05,Afternoon,1514
2012-07-05,Evening,2120
2012-07-05,Morning,1778
2012-07-05,Night,829
2012-07-06,Afternoon,1553
2012-07-06,Evening,1890
2012-07-06,Morning,1851
2012-07-06,Night,913
2012-07-07,Afternoon,1610
2012-07-07,Evening,1119
2012-07-07,Morning,1216
2012-07-07,Night,895
2012-07-08,Afternoon,1614
2012-07-08,Evening,1058
2012-07-08,Morning,1159
2012-07-08,Night,841
2012-07-09,Afternoon,1456
2012-07-09,Evening,2799
2012-07-09,Morning,1559
2012-07-09,Night,755
2012-07-10,Afternoon,1494
2012-07-10,Evening,2189
2012-07-10,Morning,2168
2012-07-10,Night,439
2012-07-11,Afternoon,1493
2012-07-11,Evening,2760
2012-07-11,Morning,2149
2012-07-11,Night,862
2012-07-12,Afternoon,1488
2012-07-12,Evening,2763
2012-07-12,Morning,2192
2012-07-12,Night,1003
2012-07-13,Afternoon,1967
2012-07-13,Evening,2343
2012-07-13,Morning,2224
2012-07-13,Night,965
2012-07-14,Afternoon,2848
2012-07-14,Evening,1596
2012-07-14,Morning,1361
2012-07-14,Night,1164
2012-07-15,Afternoon,2429
2012-07-15,Evening,1354
2012-07-15,Morning,1258
2012-07-15,Night,990
2012-07-16,Afternoon,1311
2012-07-16,Evening,2598
2012-07-16,Morning,2056
2012-07-16,Night,865
2012-07-17,Afternoon,1314
2012-07-17,Evening,2516
2012-07-17,Morning,2123
2012-07-17,Night,833
2012-07-18,Afternoon,993
2012-07-18,Evening,1895
2012-07-18,Morning,2000
2012-07-18,Night,825
2012-07-19,Afternoon,1375
2012-07-19,Evening,2586
2012-07-19,Morning,2054
2012-07-19,Night,576
2012-07-20,Afternoon,1311
2012-07-20,Evening,1990
2012-07-20,Morning,2037
2012-07-20,Night,532
2012-07-21,Afternoon,1860
2012-07-21,Evening,870
2012-07-21,Morning,961
2012-07-21,Night,768
2012-07-22,Afternoon,2998
2012-07-22,Evening,1971
2012-07-22,Morning,1358
2012-07-22,Night,1083
2012-07-23,Afternoon,1563
2012-07-23,Evening,2573
2012-07-23,Morning,2110
2012-07-23,Night,720
2012-07-24,Afternoon,1486
2012-07-24,Evening,2901
2012-07-24,Morning,2257
2012-07-24,Night,948
2012-07-25,Afternoon,1670
2012-07-25,Evening,3069
2012-07-25,Morning,2398
2012-07-25,Night,1036
2012-07-26,Afternoon,1346
2012-07-26,Evening,2486
2012-07-26,Morning,2225
2012-07-26,Night,804
2012-07-27,Afternoon,1761
2012-07-27,Evening,2191
2012-07-27,Morning,2107
2012-07-27,Night,845
2012-07-28,Afternoon,2463
2012-07-28,Evening,1531
2012-07-28,Morning,1492
2012-07-28,Night,1199
2012-07-29,Afternoon,2538
2012-07-29,Evening,1696
2012-07-29,Morning,1318
2012-07-29,Night,1045
2012-07-30,Afternoon,1419
2012-07-30,Evening,2766
2012-07-30,Morning,2125
2012-07-30,Night,795
2012-07-31,Afternoon,1342
2012-07-31,Evening,2743
2012-07-31,Morning,2296
2012-07-31,Night,835
2012-08-01,Afternoon,1601
2012-08-01,Evening,2893
2012-08-01,Morning,2222
2012-08-01,Night,864
2012-08-02,Afternoon,1497
2012-08-02,Evening,2666
2012-08-02,Morning,2186
2012-08-02,Night,912
2012-08-03,Afternoon,1886
2012-08-03,Evening,2270
2012-08-03,Morning,2197
2012-08-03,Night,822
2012-08-04,Afternoon,2485
2012-08-04,Evening,1691
2012-08-04,Morning,1458
2012-08-04,Night,1190
2012-08-05,Afternoon,2411
2012-08-05,Evening,989
2012-08-05,Morning,1244
2012-08-05,Night,820
2012-08-06,Afternoon,1586
2012-08-06,Evening,2798
2012-08-06,Morning,1927
2012-08-06,Night,702
2012-08-07,Afternoon,1548
2012-08-07,Evening,2740
2012-08-07,Morning,2213
2012-08-07,Night,772
2012-08-08,Afternoon,1548
2012-08-08,Evening,2906
2012-08-08,Morning,2229
2012-08-08,Night,851
2012-08-09,Afternoon,1489
2012-08-09,Evening,2722
2012-08-09,Morning,2199
2012-08-09,Night,876
2012-08-10,Afternoon,1703
2012-08-10,Evening,2232
2012-08-10,Morning,993
2012-08-10,Night,858
2012-08-11,Afternoon,2746
2012-08-11,Evening,1247
2012-08-11,Morning,1435
2012-08-11,Night,871
2012-08-12,Afternoon,2717
2012-08-12,Evening,1761
2012-08-12,Morning,1178
2012-08-12,Night,888
2012-08-13,Afternoon,1516
2012-08-13,Evening,2617
2012-08-13,Morning,2053
2012-08-13,Night,697
2012-08-14,Afternoon,1582
2012-08-14,Evening,2729
2012-08-14,Morning,1703
2012-08-14,Night,770
2012-08-15,Afternoon,1553
2012-08-15,Evening,2775
2012-08-15,Morning,2220
2012-08-15,Night,799
2012-08-16,Afternoon,1570
2012-08-16,Evening,2920
2012-08-16,Morning,2158
2012-08-16,Night,957
2012-08-17,Afternoon,1921
2012-08-17,Evening,2310
2012-08-17,Morning,2152
2012-08-17,Night,765
2012-08-18,Afternoon,3133
2012-08-18,Evening,2018
2012-08-18,Morning,1597
2012-08-18,Night,1117
2012-08-19,Afternoon,1241
2012-08-19,Evening,1335
2012-08-19,Morning,1163
2012-08-19,Night,810
2012-08-20,Afternoon,1617
2012-08-20,Evening,2268
2012-08-20,Morning,2086
2012-08-20,Night,559
2012-08-21,Afternoon,1707
2012-08-21,Evening,2337
2012-08-21,Morning,2207
2012-08-21,Night,755
2012-08-22,Afternoon,1670
2012-08-22,Evening,2437
2012-08-22,Morning,2388
2012-08-22,Night,880
2012-08-23,Afternoon,1753
2012-08-23,Evening,2868
2012-08-23,Morning,2340
2012-08-23,Night,804
2012-08-24,Afternoon,1925
2012-08-24,Evening,2447
2012-08-24,Morning,2290
2012-08-24,Night,920
2012-08-25,Afternoon,2250
2012-08-25,Evening,1381
2012-08-25,Morning,1495
2012-08-25,Night,927
2012-08-26,Afternoon,2108
2012-08-26,Evening,1000
2012-08-26,Morning,1334
2012-08-26,Night,813
2012-08-27,Afternoon,1543
2012-08-27,Evening,2668
2012-08-27,Morning,2090
2012-08-27,Night,616
2012-08-28,Afternoon,1633
2012-08-28,Evening,2714
2012-08-28,Morning,1968
2012-08-28,Night,725
2012-08-29,Afternoon,1792
2012-08-29,Evening,2752
2012-08-29,Morning,2362
2012-08-29,Night,791
2012-08-30,Afternoon,1677
2012-08-30,Evening,2778
2012-08-30,Morning,2390
2012-08-30,Night,868
2012-08-31,Afternoon,2268
2012-08-31,Evening,1971
2012-08-31,Morning,2211
2012-08-31,Night,900
2012-09-01,Afternoon,2514
2012-09-01,Evening,1504
2012-09-01,Morning,1432
2012-09-01,Night,690
2012-09-02,Afternoon,2324
2012-09-02,Evening,1399
2012-09-02,Morning,1307
2012-09-02,Night,780
2012-09-03,Afternoon,2570
2012-09-03,Evening,1615
2012-09-03,Morning,1236
2012-09-03,Night,613
2012-09-04,Afternoon,1586
2012-09-04,Evening,2632
2012-09-04,Morning,2028
2012-09-04,Night,618
2012-09-05,Afternoon,1386
2012-09-05,Evening,2776
2012-09-05,Morning,2217
2012-09-05,Night,733
2012-09-06,Afternoon,1230
2012-09-06,Evening,2607
2012-09-06,Morning,1600
2012-09-06,Night,766
2012-09-07,Afternoon,1731
2012-09-07,Evening,2523
2012-09-07,Morning,2249
2012-09-07,Night,1001
2012-09-08,Afternoon,2614
2012-09-08,Evening,747
2012-09-08,Morning,1709
2012-09-08,Night,906
2012-09-09,Afternoon,3530
2012-09-09,Evening,2083
2012-09-09,Morning,1709
2012-09-09,Night,905
2012-09-10,Afternoon,1829
2012-09-10,Evening,2862
2012-09-10,Morning,2204
2012-09-10,Night,630
2012-09-11,Afternoon,1761
2012-09-11,Evening,2904
2012-09-11,Morning,2402
2012-09-11,Night,700
2012-09-12,Afternoon,1780
2012-09-12,Evening,3007
2012-09-12,Morning,2345
2012-09-12,Night,738
2012-09-13,Afternoon,1697
2012-09-13,Evening,2873
2012-09-13,Morning,2385
2012-09-13,Night,849
2012-09-14,Afternoon,2118
2012-09-14,Evening,2685
2012-09-14,Morning,2286
2012-09-14,Night,920
2012-09-15,Afternoon,3562
2012-09-15,Evening,2151
2012-09-15,Morning,1745
2012-09-15,Night,1256
2012-09-16,Afternoon,3138
2012-09-16,Evening,1778
2012-09-16,Morning,1592
2012-09-16,Night,825
2012-09-17,Afternoon,1761
2012-09-17,Evening,2442
2012-09-17,Morning,2137
2012-09-17,Night,529
2012-09-18,Afternoon,522
2012-09-18,Evening,1233
2012-09-18,Morning,1847
2012-09-18,Night,471
2012-09-19,Afternoon,1665
2012-09-19,Evening,2798
2012-09-19,Morning,2371
2012-09-19,Night,757
2012-09-20,Afternoon,1672
2012-09-20,Evening,2896
2012-09-20,Morning,2338
2012-09-20,Night,814
2012-09-21,Afternoon,2212
2012-09-21,Evening,2608
2012-09-21,Morning,2403
2012-09-21,Night,944
2012-09-22,Afternoon,3479
2012-09-22,Evening,1976
2012-09-22,Morning,1830
2012-09-22,Night,1110
2012-09-23,Afternoon,3475
2012-09-23,Evening,1928
2012-09-23,Morning,1589
2012-09-23,Night,915
2012-09-24,Afternoon,1789
2012-09-24,Evening,2773
2012-09-24,Morning,2249
2012-09-24,Night,625
2012-09-25,Afternoon,1698
2012-09-25,Evening,2753
2012-09-25,Morning,2399
2012-09-25,Night,688
2012-09-26,Afternoon,1701
2012-09-26,Evening,2898
2012-09-26,Morning,2334
2012-09-26,Night,800
2012-09-27,Afternoon,1687
2012-09-27,Evening,2820
2012-09-27,Morning,2424
2012-09-27,Night,462
2012-09-28,Afternoon,2083
2012-09-28,Evening,2319
2012-09-28,Morning,2307
2012-09-28,Night,706
2012-09-29,Afternoon,3567
2012-09-29,Evening,2091
2012-09-29,Morning,1803
2012-09-29,Night,1094
2012-09-30,Afternoon,3183
2012-09-30,Evening,1427
2012-09-30,Morning,1588
2012-09-30,Night,691
2012-10-01,Afternoon,1660
2012-10-01,Evening,2247
2012-10-01,Morning,2249
2012-10-01,Night,622
2012-10-02,Afternoon,1004
2012-10-02,Evening,2103
2012-10-02,Morning,846
2012-10-02,Night,686
2012-10-03,Afternoon,1685
2012-10-03,Evening,2817
2012-10-03,Morning,2302
2012-10-03,Night,768
2012-10-04,Afternoon,1671
2012-10-04,Evening,2763
2012-10-04,Morning,2051
2012-10-04,Night,843
2012-10-05,Afternoon,2396
2012-10-05,Evening,2533
2012-10-05,Morning,2339
2012-10-05,Night,888
2012-10-06,Afternoon,3308
2012-10-06,Evening,1693
2012-10-06,Morning,1911
2012-10-06,Night,1053
2012-10-07,Afternoon,1665
2012-10-07,Evening,493
2012-10-07,Morning,737
2012-10-07,Night,615
2012-10-08,Afternoon,1913
2012-10-08,Evening,1551
2012-10-08,Morning,1567
2012-10-08,Night,447
2012-10-09,Afternoon,1420
2012-10-09,Evening,2464
2012-10-09,Morning,1976
2012-10-09,Night,532
2012-10-10,Afternoon,1843
2012-10-10,Evening,2750
2012-10-10,Morning,2435
2012-10-10,Night,663
2012-10-11,Afternoon,1906
2012-10-11,Evening,2677
2012-10-11,Morning,2287
2012-10-11,Night,700
2012-10-12,Afternoon,2114
2012-10-12,Evening,2280
2012-10-12,Morning,2303
2012-10-12,Night,585
2012-10-13,Afternoon,3092
2012-10-13,Evening,1588
2012-10-13,Morning,1423
2012-10-13,Night,1006
2012-10-14,Afternoon,2947
2012-10-14,Evening,1574
2012-10-14,Morning,1363
2012-10-14,Night,755
2012-10-15,Afternoon,1322
2012-10-15,Evening,1853
2012-10-15,Morning,2190
2012-10-15,Night,510
2012-10-16,Afternoon,1753
2012-10-16,Evening,2744
2012-10-16,Morning,2389
2012-10-16,Night,648
2012-10-17,Afternoon,1679
2012-10-17,Evening,2702
2012-10-17,Morning,2344
2012-10-17,Night,736
2012-10-18,Afternoon,1797
2012-10-18,Evening,2578
2012-10-18,Morning,2410
2012-10-18,Night,724
2012-10-19,Afternoon,2032
2012-10-19,Evening,1119
2012-10-19,Morning,1653
2012-10-19,Night,620
2012-10-20,Afternoon,3530
2012-10-20,Evening,1856
2012-10-20,Morning,1700
2012-10-20,Night,1004
2012-10-21,Afternoon,3155
2012-10-21,Evening,1365
2012-10-21,Morning,1494
2012-10-21,Night,810
2012-10-22,Afternoon,1700
2012-10-22,Evening,2625
2012-10-22,Morning,2153
2012-10-22,Night,580
2012-10-23,Afternoon,1864
2012-10-23,Evening,2625
2012-10-23,Morning,2308
2012-10-23,Night,669
2012-10-24,Afternoon,1763
2012-10-24,Evening,2834
2012-10-24,Morning,2333
2012-10-24,Night,763
2012-10-25,Afternoon,1721
2012-10-25,Evening,2584
2012-10-25,Morning,2306
2012-10-25,Night,748
2012-10-26,Afternoon,2110
2012-10-26,Evening,2264
2012-10-26,Morning,2239
2012-10-26,Night,831
2012-10-27,Afternoon,3501
2012-10-27,Evening,1670
2012-10-27,Morning,1731
2012-10-27,Night,950
2012-10-28,Afternoon,1878
2012-10-28,Evening,488
2012-10-28,Morning,1531
2012-10-28,Night,562
2012-10-29,Afternoon,0
2012-10-29,Evening,0
2012-10-29,Morning,0
2012-10-29,Night,22
2012-10-30,Afternoon,464
2012-10-30,Evening,463
2012-10-30,Morning,0
2012-10-30,Night,169
2012-10-31,Afternoon,1332
2012-10-31,Evening,1985
2012-10-31,Morning,1752
2012-10-31,Night,497
2012-11-01,Afternoon,1212
2012-11-01,Evening,2115
2012-11-01,Morning,1935
2012-11-01,Night,724
2012-11-02,Afternoon,1575
2012-11-02,Evening,1755
2012-11-02,Morning,1999
2012-11-02,Night,518
2012-11-03,Afternoon,2146
2012-11-03,Evening,1127
2012-11-03,Morning,1118
2012-11-03,Night,747
2012-11-04,Afternoon,2390
2012-11-04,Evening,932
2012-11-04,Morning,1242
2012-11-04,Night,543
2012-11-05,Afternoon,1253
2012-11-05,Evening,1793
2012-11-05,Morning,1836
2012-11-05,Night,377
2012-11-06,Afternoon,1440
2012-11-06,Evening,1723
2012-11-06,Morning,1974
2012-11-06,Night,549
2012-11-07,Afternoon,1025
2012-11-07,Evening,1557
2012-11-07,Morning,1758
2012-11-07,Night,695
2012-11-08,Afternoon,1217
2012-11-08,Evening,1717
2012-11-08,Morning,1857
2012-11-08,Night,524
2012-11-09,Afternoon,1625
2012-11-09,Evening,1766
2012-11-09,Morning,1967
2012-11-09,Night,634
2012-11-10,Afternoon,3056
2012-11-10,Evening,1335
2012-11-10,Morning,1318
2012-11-10,Night,827
2012-11-11,Afternoon,3302
2012-11-11,Evening,1375
2012-11-11,Morning,1400
2012-11-11,Night,775
2012-11-12,Afternoon,2099
2012-11-12,Evening,1804
2012-11-12,Morning,1929
2012-11-12,Night,437
2012-11-13,Afternoon,1144
2012-11-13,Evening,1746
2012-11-13,Morning,745
2012-11-13,Night,459
2012-11-14,Afternoon,1216
2012-11-14,Evening,1813
2012-11-14,Morning,1945
2012-11-14,Night,521
2012-11-15,Afternoon,1190
2012-11-15,Evening,1807
2012-11-15,Morning,1882
2012-11-15,Night,566
2012-11-16,Afternoon,1469
2012-11-16,Evening,1644
2012-11-16,Morning,2011
2012-11-16,Night,574
2012-11-17,Afternoon,2574
2012-11-17,Evening,1099
2012-11-17,Morning,1269
2012-11-17,Night,687
2012-11-18,Afternoon,2096
2012-11-18,Evening,895
2012-11-18,Morning,1080
2012-11-18,Night,598
2012-11-19,Afternoon,1347
2012-11-19,Evening,1864
2012-11-19,Morning,1833
2012-11-19,Night,455
2012-11-20,Afternoon,1486
2012-11-20,Evening,1759
2012-11-20,Morning,1972
2012-11-20,Night,417
2012-11-21,Afternoon,2040
2012-11-21,Evening,1064
2012-11-21,Morning,1732
2012-11-21,Night,310
2012-11-22,Afternoon,1161
2012-11-22,Evening,275
2012-11-22,Morning,748
2012-11-22,Night,241
2012-11-23,Afternoon,2042
2012-11-23,Evening,804
2012-11-23,Morning,765
2012-11-23,Night,299
2012-11-24,Afternoon,999
2012-11-24,Evening,412
2012-11-24,Morning,550
2012-11-24,Night,316
2012-11-25,Afternoon,1073
2012-11-25,Evening,568
2012-11-25,Morning,508
2012-11-25,Night,275
2012-11-26,Afternoon,1231
2012-11-26,Evening,1722
2012-11-26,Morning,1731
2012-11-26,Night,403
2012-11-27,Afternoon,659
2012-11-27,Evening,1591
2012-11-27,Morning,1314
2012-11-27,Night,395
2012-11-28,Afternoon,1102
2012-11-28,Evening,1755
2012-11-28,Morning,1905
2012-11-28,Night,498
2012-11-29,Afternoon,1237
2012-11-29,Evening,1694
2012-11-29,Morning,1844
2012-11-29,Night,548
2012-11-30,Afternoon,1482
2012-11-30,Evening,1713
2012-11-30,Morning,1927
2012-11-30,Night,546
2012-12-01,Afternoon,2361
2012-12-01,Evening,1064
2012-12-01,Morning,1088
2012-12-01,Night,678
2012-12-02,Afternoon,2284
2012-12-02,Evening,834
2012-12-02,Morning,968
2012-12-02,Night,563
2012-12-03,Afternoon,1559
2012-12-03,Evening,2171
2012-12-03,Morning,1980
2012-12-03,Night,524
2012-12-04,Afternoon,1589
2012-12-04,Evening,2240
2012-12-04,Morning,2121
2012-12-04,Night,656
2012-12-05,Afternoon,1326
2012-12-05,Evening,1921
2012-12-05,Morning,2031
2012-12-05,Night,451
2012-12-06,Afternoon,1293
2012-12-06,Evening,1782
2012-12-06,Morning,1803
2012-12-06,Night,497
2012-12-07,Afternoon,1353
2012-12-07,Evening,1659
2012-12-07,Morning,1436
2012-12-07,Night,560
2012-12-08,Afternoon,2623
2012-12-08,Evening,1077
2012-12-08,Morning,1037
2012-12-08,Night,845
2012-12-09,Afternoon,1310
2012-12-09,Evening,657
2012-12-09,Morning,678
2012-12-09,Night,583
2012-12-10,Afternoon,1184
2012-12-10,Evening,1907
2012-12-10,Morning,1579
2012-12-10,Night,500
2012-12-11,Afternoon,1312
2012-12-11,Evening,1837
2012-12-11,Morning,1924
2012-12-11,Night,428
2012-12-12,Afternoon,1252
2012-12-12,Evening,1771
2012-12-12,Morning,1815
2012-12-12,Night,481
2012-12-13,Afternoon,1481
2012-12-13,Evening,1605
2012-12-13,Morning,1892
2012-12-13,Night,554
2012-12-14,Afternoon,1611
2012-12-14,Evening,1617
2012-12-14,Morning,1835
2012-12-14,Night,548
2012-12-15,Afternoon,2195
2012-12-15,Evening,1039
2012-12-15,Morning,1067
2012-12-15,Night,746
2012-12-16,Afternoon,1821
2012-12-16,Evening,581
2012-12-16,Morning,814
2012-12-16,Night,570
2012-12-17,Afternoon,1136
2012-12-17,Evening,1542
2012-12-17,Morning,1630
2012-12-17,Night,277
2012-12-18,Afternoon,1455
2012-12-18,Evening,1718
2012-12-18,Morning,1950
2012-12-18,Night,434
2012-12-19,Afternoon,1238
2012-12-19,Evening,1708
2012-12-19,Morning,1865
2012-12-19,Night,456
2012-12-20,Afternoon,1194
2012-12-20,Evening,1024
2012-12-20,Morning,1770
2012-12-20,Night,140
2012-12-21,Afternoon,1227
2012-12-21,Evening,829
2012-12-21,Morning,1356
2012-12-21,Night,211
2012-12-22,Afternoon,765
2012-12-22,Evening,317
2012-12-22,Morning,434
2012-12-22,Night,233
2012-12-23,Afternoon,884
2012-12-23,Evening,317
2012-12-23,Morning,383
2012-12-23,Night,203
2012-12-24,Afternoon,317
2012-12-24,Evening,93
2012-12-24,Morning,434
2012-12-24,Night,76
2012-12-25,Afternoon,554
2012-12-25,Evening,169
2012-12-25,Morning,173
2012-12-25,Night,117
2012-12-26,Afternoon,71
2012-12-26,Evening,163
2012-12-26,Morning,145
2012-12-26,Night,62
2012-12-27,Afternoon,640
2012-12-27,Evening,662
2012-12-27,Morning,665
2012-12-27,Night,147
2012-12-28,Afternoon,1180
2012-12-28,Evening,709
2012-12-28,Morning,948
2012-12-28,Night,258
2012-12-29,Afternoon,506
2012-12-29,Evening,391
2012-12-29,Morning,207
2012-12-29,Night,237
2012-12-30,Afternoon,744
2012-12-30,Evening,422
2012-12-30,Morning,388
2012-12-30,Night,242
2012-12-31,Afternoon,1203
2012-12-31,Evening,494
2012-12-31,Morning,764
2012-12-31,Night,268
